title,image-alter,src,secret
刺笋结晶,刺笋结晶,https://patchwiki.biligame.com/images/dsp/thumb/4/45/fgplwsf90k0kcjv7irlac13hr8vfo95.png/40px-%E5%88%BA%E7%AC%8B%E7%BB%93%E6%99%B6.png,"https://patchwiki.biligame.com/images/dsp/thumb/4/45/fgplwsf90k0kcjv7irlac13hr8vfo95.png/60px-%E5%88%BA%E7%AC%8B%E7%BB%93%E6%99%B6.png 1.5x, https://patchwiki.biligame.com/images/dsp/4/45/fgplwsf90k0kcjv7irlac13hr8vfo95.png 2x"
齿轮,齿轮,https://patchwiki.biligame.com/images/dsp/thumb/6/65/e9hntdakwyu52ao64l6kqsm0ps7igi3.png/40px-%E9%BD%BF%E8%BD%AE.png,"https://patchwiki.biligame.com/images/dsp/thumb/6/65/e9hntdakwyu52ao64l6kqsm0ps7igi3.png/60px-%E9%BD%BF%E8%BD%AE.png 1.5x, https://patchwiki.biligame.com/images/dsp/6/65/e9hntdakwyu52ao64l6kqsm0ps7igi3.png 2x"
电浆激发器,电浆激发器,https://patchwiki.biligame.com/images/dsp/thumb/b/b0/hzqwpquo4202tx9ldho5eglmqr161ro.png/40px-%E7%94%B5%E6%B5%86%E6%BF%80%E5%8F%91%E5%99%A8.png,"https://patchwiki.biligame.com/images/dsp/thumb/b/b0/hzqwpquo4202tx9ldho5eglmqr161ro.png/60px-%E7%94%B5%E6%B5%86%E6%BF%80%E5%8F%91%E5%99%A8.png 1.5x, https://patchwiki.biligame.com/images/dsp/b/b0/hzqwpquo4202tx9ldho5eglmqr161ro.png 2x"
光子合并器,光子合并器,https://patchwiki.biligame.com/images/dsp/thumb/9/9a/n602c28tk9g8lgkge4fgnclfc5amwzp.png/40px-%E5%85%89%E5%AD%90%E5%90%88%E5%B9%B6%E5%99%A8.png,"https://patchwiki.biligame.com/images/dsp/thumb/9/9a/n602c28tk9g8lgkge4fgnclfc5amwzp.png/60px-%E5%85%89%E5%AD%90%E5%90%88%E5%B9%B6%E5%99%A8.png 1.5x, https://patchwiki.biligame.com/images/dsp/9/9a/n602c28tk9g8lgkge4fgnclfc5amwzp.png 2x"
电磁涡轮,电磁涡轮,https://patchwiki.biligame.com/images/dsp/thumb/a/a6/jrwdkysdc0b9kxj4jwx0mqzbbscc59x.png/40px-%E7%94%B5%E7%A3%81%E6%B6%A1%E8%BD%AE.png,"https://patchwiki.biligame.com/images/dsp/thumb/a/a6/jrwdkysdc0b9kxj4jwx0mqzbbscc59x.png/60px-%E7%94%B5%E7%A3%81%E6%B6%A1%E8%BD%AE.png 1.5x, https://patchwiki.biligame.com/images/dsp/a/a6/jrwdkysdc0b9kxj4jwx0mqzbbscc59x.png 2x"
处理器,处理器,https://patchwiki.biligame.com/images/dsp/thumb/2/24/37znav7t5khlxvcenj9ypandzepg68y.png/40px-%E5%A4%84%E7%90%86%E5%99%A8.png,"https://patchwiki.biligame.com/images/dsp/thumb/2/24/37znav7t5khlxvcenj9ypandzepg68y.png/60px-%E5%A4%84%E7%90%86%E5%99%A8.png 1.5x, https://patchwiki.biligame.com/images/dsp/2/24/37znav7t5khlxvcenj9ypandzepg68y.png 2x"
增产剂MK.II,增产剂MK.II,https://patchwiki.biligame.com/images/dsp/thumb/2/2c/6tledopjvee0ao81rcoqv8kkpurhkeq.png/40px-%E5%A2%9E%E4%BA%A7%E5%89%82MK.II.png,"https://patchwiki.biligame.com/images/dsp/thumb/2/2c/6tledopjvee0ao81rcoqv8kkpurhkeq.png/60px-%E5%A2%9E%E4%BA%A7%E5%89%82MK.II.png 1.5x, https://patchwiki.biligame.com/images/dsp/2/2c/6tledopjvee0ao81rcoqv8kkpurhkeq.png 2x"
晶石爆破单元,晶石爆破单元,https://patchwiki.biligame.com/images/dsp/thumb/9/93/elj7cny2futj8euqra92mkeuwi9vrru.png/40px-%E6%99%B6%E7%9F%B3%E7%88%86%E7%A0%B4%E5%8D%95%E5%85%83.png,"https://patchwiki.biligame.com/images/dsp/thumb/9/93/elj7cny2futj8euqra92mkeuwi9vrru.png/60px-%E6%99%B6%E7%9F%B3%E7%88%86%E7%A0%B4%E5%8D%95%E5%85%83.png 1.5x, https://patchwiki.biligame.com/images/dsp/9/93/elj7cny2futj8euqra92mkeuwi9vrru.png 2x"
卡西米尔晶体,卡西米尔晶体,https://patchwiki.biligame.com/images/dsp/thumb/c/c5/bqxpplt6m423p8l3u2zrxt0dtoo94nk.png/40px-%E5%8D%A1%E8%A5%BF%E7%B1%B3%E5%B0%94%E6%99%B6%E4%BD%93.png,"https://patchwiki.biligame.com/images/dsp/thumb/c/c5/bqxpplt6m423p8l3u2zrxt0dtoo94nk.png/60px-%E5%8D%A1%E8%A5%BF%E7%B1%B3%E5%B0%94%E6%99%B6%E4%BD%93.png 1.5x, https://patchwiki.biligame.com/images/dsp/c/c5/bqxpplt6m423p8l3u2zrxt0dtoo94nk.png 2x"
钛化玻璃,钛化玻璃,https://patchwiki.biligame.com/images/dsp/thumb/3/37/11pz974qkuu7lzo7f21s40dz5v48eti.png/40px-%E9%92%9B%E5%8C%96%E7%8E%BB%E7%92%83.png,"https://patchwiki.biligame.com/images/dsp/thumb/3/37/11pz974qkuu7lzo7f21s40dz5v48eti.png/60px-%E9%92%9B%E5%8C%96%E7%8E%BB%E7%92%83.png 1.5x, https://patchwiki.biligame.com/images/dsp/3/37/11pz974qkuu7lzo7f21s40dz5v48eti.png 2x"
位面过滤器,位面过滤器,https://patchwiki.biligame.com/images/dsp/thumb/b/bb/0zlk9ojwdiodjmhm6zdcfywhoa49er7.png/40px-%E4%BD%8D%E9%9D%A2%E8%BF%87%E6%BB%A4%E5%99%A8.png,"https://patchwiki.biligame.com/images/dsp/thumb/b/bb/0zlk9ojwdiodjmhm6zdcfywhoa49er7.png/60px-%E4%BD%8D%E9%9D%A2%E8%BF%87%E6%BB%A4%E5%99%A8.png 1.5x, https://patchwiki.biligame.com/images/dsp/b/bb/0zlk9ojwdiodjmhm6zdcfywhoa49er7.png 2x"
量子芯片,量子芯片,https://patchwiki.biligame.com/images/dsp/thumb/d/d5/qy5or094fnwpnh8sv5stdl5yda2w8i6.png/40px-%E9%87%8F%E5%AD%90%E8%8A%AF%E7%89%87.png,"https://patchwiki.biligame.com/images/dsp/thumb/d/d5/qy5or094fnwpnh8sv5stdl5yda2w8i6.png/60px-%E9%87%8F%E5%AD%90%E8%8A%AF%E7%89%87.png 1.5x, https://patchwiki.biligame.com/images/dsp/d/d5/qy5or094fnwpnh8sv5stdl5yda2w8i6.png 2x"
超合金弹箱,超合金弹箱,https://patchwiki.biligame.com/images/dsp/thumb/9/9a/jt49e9550clx90j0uc06ue6voxup5l9.png/40px-%E8%B6%85%E5%90%88%E9%87%91%E5%BC%B9%E7%AE%B1.png,"https://patchwiki.biligame.com/images/dsp/thumb/9/9a/jt49e9550clx90j0uc06ue6voxup5l9.png/60px-%E8%B6%85%E5%90%88%E9%87%91%E5%BC%B9%E7%AE%B1.png 1.5x, https://patchwiki.biligame.com/images/dsp/9/9a/jt49e9550clx90j0uc06ue6voxup5l9.png 2x"
引力导弹组,引力导弹组,https://patchwiki.biligame.com/images/dsp/thumb/d/dd/dinvqtzre6wmjywl2qsu41ycwg098f8.png/40px-%E5%BC%95%E5%8A%9B%E5%AF%BC%E5%BC%B9%E7%BB%84.png,"https://patchwiki.biligame.com/images/dsp/thumb/d/dd/dinvqtzre6wmjywl2qsu41ycwg098f8.png/60px-%E5%BC%95%E5%8A%9B%E5%AF%BC%E5%BC%B9%E7%BB%84.png 1.5x, https://patchwiki.biligame.com/images/dsp/d/dd/dinvqtzre6wmjywl2qsu41ycwg098f8.png 2x"
单极磁石,单极磁石,https://patchwiki.biligame.com/images/dsp/thumb/f/f9/jxhuyk2mdlu72i06hlv26wrlp1u88pb.png/40px-%E5%8D%95%E6%9E%81%E7%A3%81%E7%9F%B3.png,"https://patchwiki.biligame.com/images/dsp/thumb/f/f9/jxhuyk2mdlu72i06hlv26wrlp1u88pb.png/60px-%E5%8D%95%E6%9E%81%E7%A3%81%E7%9F%B3.png 1.5x, https://patchwiki.biligame.com/images/dsp/f/f9/jxhuyk2mdlu72i06hlv26wrlp1u88pb.png 2x"
动力引擎,动力引擎,https://patchwiki.biligame.com/images/dsp/thumb/f/f4/hqim680atozbf8jadrsj0nriu7n82ux.png/40px-%E5%8A%A8%E5%8A%9B%E5%BC%95%E6%93%8E.png,"https://patchwiki.biligame.com/images/dsp/thumb/f/f4/hqim680atozbf8jadrsj0nriu7n82ux.png/60px-%E5%8A%A8%E5%8A%9B%E5%BC%95%E6%93%8E.png 1.5x, https://patchwiki.biligame.com/images/dsp/f/f4/hqim680atozbf8jadrsj0nriu7n82ux.png 2x"
推进器,推进器,https://patchwiki.biligame.com/images/dsp/thumb/3/32/mygcjzzmw3vu5ob6kxttvsgjagtew2h.png/40px-%E6%8E%A8%E8%BF%9B%E5%99%A8.png,"https://patchwiki.biligame.com/images/dsp/thumb/3/32/mygcjzzmw3vu5ob6kxttvsgjagtew2h.png/60px-%E6%8E%A8%E8%BF%9B%E5%99%A8.png 1.5x, https://patchwiki.biligame.com/images/dsp/3/32/mygcjzzmw3vu5ob6kxttvsgjagtew2h.png 2x"
加力推进器,加力推进器,https://patchwiki.biligame.com/images/dsp/thumb/6/69/rghar1vfeh7ksx3k1g1ekxsvaucu0mh.png/40px-%E5%8A%A0%E5%8A%9B%E6%8E%A8%E8%BF%9B%E5%99%A8.png,"https://patchwiki.biligame.com/images/dsp/thumb/6/69/rghar1vfeh7ksx3k1g1ekxsvaucu0mh.png/60px-%E5%8A%A0%E5%8A%9B%E6%8E%A8%E8%BF%9B%E5%99%A8.png 1.5x, https://patchwiki.biligame.com/images/dsp/6/69/rghar1vfeh7ksx3k1g1ekxsvaucu0mh.png 2x"
超级磁场环,超级磁场环,https://patchwiki.biligame.com/images/dsp/thumb/e/e8/kf23prmqqzw3tld0kwp0ypfx96du5c3.png/40px-%E8%B6%85%E7%BA%A7%E7%A3%81%E5%9C%BA%E7%8E%AF.png,"https://patchwiki.biligame.com/images/dsp/thumb/e/e8/kf23prmqqzw3tld0kwp0ypfx96du5c3.png/60px-%E8%B6%85%E7%BA%A7%E7%A3%81%E5%9C%BA%E7%8E%AF.png 1.5x, https://patchwiki.biligame.com/images/dsp/e/e8/kf23prmqqzw3tld0kwp0ypfx96du5c3.png 2x"
引力透镜,引力透镜,https://patchwiki.biligame.com/images/dsp/thumb/0/01/kfaaftqfpcw8uk9j6ia2o2c7taeaxqc.png/40px-%E5%BC%95%E5%8A%9B%E9%80%8F%E9%95%9C.png,"https://patchwiki.biligame.com/images/dsp/thumb/0/01/kfaaftqfpcw8uk9j6ia2o2c7taeaxqc.png/60px-%E5%BC%95%E5%8A%9B%E9%80%8F%E9%95%9C.png 1.5x, https://patchwiki.biligame.com/images/dsp/0/01/kfaaftqfpcw8uk9j6ia2o2c7taeaxqc.png 2x"
增产剂MK.III,增产剂MK.III,https://patchwiki.biligame.com/images/dsp/thumb/d/db/a2oee9mp002bidfiq0075h3rbzjxp9p.png/40px-%E5%A2%9E%E4%BA%A7%E5%89%82MK.III.png,"https://patchwiki.biligame.com/images/dsp/thumb/d/db/a2oee9mp002bidfiq0075h3rbzjxp9p.png/60px-%E5%A2%9E%E4%BA%A7%E5%89%82MK.III.png 1.5x, https://patchwiki.biligame.com/images/dsp/d/db/a2oee9mp002bidfiq0075h3rbzjxp9p.png 2x"
原型机,原型机,https://patchwiki.biligame.com/images/dsp/thumb/6/65/4mfnzz96jpd3e35crc443qim06jj9oh.png/40px-%E5%8E%9F%E5%9E%8B%E6%9C%BA.png,"https://patchwiki.biligame.com/images/dsp/thumb/6/65/4mfnzz96jpd3e35crc443qim06jj9oh.png/60px-%E5%8E%9F%E5%9E%8B%E6%9C%BA.png 1.5x, https://patchwiki.biligame.com/images/dsp/6/65/4mfnzz96jpd3e35crc443qim06jj9oh.png 2x"
精准无人机,精准无人机,https://patchwiki.biligame.com/images/dsp/thumb/c/c5/srwjp6r7z4snkj6evy0l8cuwslgjync.png/40px-%E7%B2%BE%E5%87%86%E6%97%A0%E4%BA%BA%E6%9C%BA.png,"https://patchwiki.biligame.com/images/dsp/thumb/c/c5/srwjp6r7z4snkj6evy0l8cuwslgjync.png/60px-%E7%B2%BE%E5%87%86%E6%97%A0%E4%BA%BA%E6%9C%BA.png 1.5x, https://patchwiki.biligame.com/images/dsp/c/c5/srwjp6r7z4snkj6evy0l8cuwslgjync.png 2x"
攻击无人机,攻击无人机,https://patchwiki.biligame.com/images/dsp/thumb/4/47/597trd180m0mw1fv5dzdnombpcwt129.png/40px-%E6%94%BB%E5%87%BB%E6%97%A0%E4%BA%BA%E6%9C%BA.png,"https://patchwiki.biligame.com/images/dsp/thumb/4/47/597trd180m0mw1fv5dzdnombpcwt129.png/60px-%E6%94%BB%E5%87%BB%E6%97%A0%E4%BA%BA%E6%9C%BA.png 1.5x, https://patchwiki.biligame.com/images/dsp/4/47/597trd180m0mw1fv5dzdnombpcwt129.png 2x"
护卫舰,护卫舰,https://patchwiki.biligame.com/images/dsp/thumb/0/06/bm1dza3vzxmmo37lhj8omlqqrm87yop.png/40px-%E6%8A%A4%E5%8D%AB%E8%88%B0.png,"https://patchwiki.biligame.com/images/dsp/thumb/0/06/bm1dza3vzxmmo37lhj8omlqqrm87yop.png/60px-%E6%8A%A4%E5%8D%AB%E8%88%B0.png 1.5x, https://patchwiki.biligame.com/images/dsp/0/06/bm1dza3vzxmmo37lhj8omlqqrm87yop.png 2x"
驱逐舰,驱逐舰,https://patchwiki.biligame.com/images/dsp/thumb/c/c1/5cre5d7d9fxbjxhime06ihcqvg27fkp.png/40px-%E9%A9%B1%E9%80%90%E8%88%B0.png,"https://patchwiki.biligame.com/images/dsp/thumb/c/c1/5cre5d7d9fxbjxhime06ihcqvg27fkp.png/60px-%E9%A9%B1%E9%80%90%E8%88%B0.png 1.5x, https://patchwiki.biligame.com/images/dsp/c/c1/5cre5d7d9fxbjxhime06ihcqvg27fkp.png 2x"
等离子胶囊,等离子胶囊,https://patchwiki.biligame.com/images/dsp/thumb/6/66/eciomzmrtcb8t5rxzrr8wwg2cj9sfxg.png/40px-%E7%AD%89%E7%A6%BB%E5%AD%90%E8%83%B6%E5%9B%8A.png,"https://patchwiki.biligame.com/images/dsp/thumb/6/66/eciomzmrtcb8t5rxzrr8wwg2cj9sfxg.png/60px-%E7%AD%89%E7%A6%BB%E5%AD%90%E8%83%B6%E5%9B%8A.png 1.5x, https://patchwiki.biligame.com/images/dsp/6/66/eciomzmrtcb8t5rxzrr8wwg2cj9sfxg.png 2x"
炮弹组,炮弹组,https://patchwiki.biligame.com/images/dsp/thumb/5/50/4q03kafy0ng4yyc8mnb16raoi1zzj1y.png/40px-%E7%82%AE%E5%BC%B9%E7%BB%84.png,"https://patchwiki.biligame.com/images/dsp/thumb/5/50/4q03kafy0ng4yyc8mnb16raoi1zzj1y.png/60px-%E7%82%AE%E5%BC%B9%E7%BB%84.png 1.5x, https://patchwiki.biligame.com/images/dsp/5/50/4q03kafy0ng4yyc8mnb16raoi1zzj1y.png 2x"
可燃冰,可燃冰,https://patchwiki.biligame.com/images/dsp/thumb/f/f6/5mt9g4ny50wwp4zphykonq1zelpfaju.png/40px-%E5%8F%AF%E7%87%83%E5%86%B0.png,"https://patchwiki.biligame.com/images/dsp/thumb/f/f6/5mt9g4ny50wwp4zphykonq1zelpfaju.png/60px-%E5%8F%AF%E7%87%83%E5%86%B0.png 1.5x, https://patchwiki.biligame.com/images/dsp/f/f6/5mt9g4ny50wwp4zphykonq1zelpfaju.png 2x"
配送运输机,配送运输机,https://patchwiki.biligame.com/images/dsp/thumb/b/b2/1x07wa9uyq9raot7u0p699ch61gv2qz.png/40px-%E9%85%8D%E9%80%81%E8%BF%90%E8%BE%93%E6%9C%BA.png,"https://patchwiki.biligame.com/images/dsp/thumb/b/b2/1x07wa9uyq9raot7u0p699ch61gv2qz.png/60px-%E9%85%8D%E9%80%81%E8%BF%90%E8%BE%93%E6%9C%BA.png 1.5x, https://patchwiki.biligame.com/images/dsp/b/b2/1x07wa9uyq9raot7u0p699ch61gv2qz.png 2x"
物流运输机,物流运输机,https://patchwiki.biligame.com/images/dsp/thumb/3/30/6e21kbz05maeu2njlk3nt25qt6hit39.png/40px-%E7%89%A9%E6%B5%81%E8%BF%90%E8%BE%93%E6%9C%BA.png,"https://patchwiki.biligame.com/images/dsp/thumb/3/30/6e21kbz05maeu2njlk3nt25qt6hit39.png/60px-%E7%89%A9%E6%B5%81%E8%BF%90%E8%BE%93%E6%9C%BA.png 1.5x, https://patchwiki.biligame.com/images/dsp/3/30/6e21kbz05maeu2njlk3nt25qt6hit39.png 2x"
星际物流运输船,星际物流运输船,https://patchwiki.biligame.com/images/dsp/thumb/1/1f/g2rjcvc64qmgchgpxv442n9cxe2haq5.png/40px-%E6%98%9F%E9%99%85%E7%89%A9%E6%B5%81%E8%BF%90%E8%BE%93%E8%88%B9.png,"https://patchwiki.biligame.com/images/dsp/thumb/1/1f/g2rjcvc64qmgchgpxv442n9cxe2haq5.png/60px-%E6%98%9F%E9%99%85%E7%89%A9%E6%B5%81%E8%BF%90%E8%BE%93%E8%88%B9.png 1.5x, https://patchwiki.biligame.com/images/dsp/1/1f/g2rjcvc64qmgchgpxv442n9cxe2haq5.png 2x"
地基,地基,https://patchwiki.biligame.com/images/dsp/thumb/4/4f/0uug1gdp6g8kqdn98vd070efpkxr6fd.png/40px-%E5%9C%B0%E5%9F%BA.png,"https://patchwiki.biligame.com/images/dsp/thumb/4/4f/0uug1gdp6g8kqdn98vd070efpkxr6fd.png/60px-%E5%9C%B0%E5%9F%BA.png 1.5x, https://patchwiki.biligame.com/images/dsp/4/4f/0uug1gdp6g8kqdn98vd070efpkxr6fd.png 2x"
？,？,https://patchwiki.biligame.com/images/dsp/thumb/b/b2/2vmppnf4kxe3epwy2tc7nqynvadyilf.png/40px-%EF%BC%9F.png,"https://patchwiki.biligame.com/images/dsp/thumb/b/b2/2vmppnf4kxe3epwy2tc7nqynvadyilf.png/60px-%EF%BC%9F.png 1.5x, https://patchwiki.biligame.com/images/dsp/b/b2/2vmppnf4kxe3epwy2tc7nqynvadyilf.png 2x"
？,？,https://patchwiki.biligame.com/images/dsp/thumb/b/b2/2vmppnf4kxe3epwy2tc7nqynvadyilf.png/40px-%EF%BC%9F.png,"https://patchwiki.biligame.com/images/dsp/thumb/b/b2/2vmppnf4kxe3epwy2tc7nqynvadyilf.png/60px-%EF%BC%9F.png 1.5x, https://patchwiki.biligame.com/images/dsp/b/b2/2vmppnf4kxe3epwy2tc7nqynvadyilf.png 2x"
？,？,https://patchwiki.biligame.com/images/dsp/thumb/b/b2/2vmppnf4kxe3epwy2tc7nqynvadyilf.png/40px-%EF%BC%9F.png,"https://patchwiki.biligame.com/images/dsp/thumb/b/b2/2vmppnf4kxe3epwy2tc7nqynvadyilf.png/60px-%EF%BC%9F.png 1.5x, https://patchwiki.biligame.com/images/dsp/b/b2/2vmppnf4kxe3epwy2tc7nqynvadyilf.png 2x"
能量碎片,能量碎片,https://patchwiki.biligame.com/images/dsp/thumb/3/39/jringqgvqnm31x7a0ookldwa7nmbtj6.png/40px-%E8%83%BD%E9%87%8F%E7%A2%8E%E7%89%87.png,"https://patchwiki.biligame.com/images/dsp/thumb/3/39/jringqgvqnm31x7a0ookldwa7nmbtj6.png/60px-%E8%83%BD%E9%87%8F%E7%A2%8E%E7%89%87.png 1.5x, https://patchwiki.biligame.com/images/dsp/3/39/jringqgvqnm31x7a0ookldwa7nmbtj6.png 2x"
硅基神经元,硅基神经元,https://patchwiki.biligame.com/images/dsp/thumb/2/2a/0kf5b3z3z82b6jpbk7lm0mlsm4ytsww.png/40px-%E7%A1%85%E5%9F%BA%E7%A5%9E%E7%BB%8F%E5%85%83.png,"https://patchwiki.biligame.com/images/dsp/thumb/2/2a/0kf5b3z3z82b6jpbk7lm0mlsm4ytsww.png/60px-%E7%A1%85%E5%9F%BA%E7%A5%9E%E7%BB%8F%E5%85%83.png 1.5x, https://patchwiki.biligame.com/images/dsp/2/2a/0kf5b3z3z82b6jpbk7lm0mlsm4ytsww.png 2x"
负熵奇点,负熵奇点,https://patchwiki.biligame.com/images/dsp/thumb/2/21/d4dsba7pl3fxvowv8nr1c7m9yhty1qh.png/40px-%E8%B4%9F%E7%86%B5%E5%A5%87%E7%82%B9.png,"https://patchwiki.biligame.com/images/dsp/thumb/2/21/d4dsba7pl3fxvowv8nr1c7m9yhty1qh.png/60px-%E8%B4%9F%E7%86%B5%E5%A5%87%E7%82%B9.png 1.5x, https://patchwiki.biligame.com/images/dsp/2/21/d4dsba7pl3fxvowv8nr1c7m9yhty1qh.png 2x"
物质重组器,物质重组器,https://patchwiki.biligame.com/images/dsp/thumb/0/0d/13o77jizwlgv3km920vucn9m8hoxtrq.png/40px-%E7%89%A9%E8%B4%A8%E9%87%8D%E7%BB%84%E5%99%A8.png,"https://patchwiki.biligame.com/images/dsp/thumb/0/0d/13o77jizwlgv3km920vucn9m8hoxtrq.png/60px-%E7%89%A9%E8%B4%A8%E9%87%8D%E7%BB%84%E5%99%A8.png 1.5x, https://patchwiki.biligame.com/images/dsp/0/0d/13o77jizwlgv3km920vucn9m8hoxtrq.png 2x"
反物质胶囊,反物质胶囊,https://patchwiki.biligame.com/images/dsp/thumb/b/b7/fjmr8wfe3z3c78e31t7hcy6wh27zyx4.png/40px-%E5%8F%8D%E7%89%A9%E8%B4%A8%E8%83%B6%E5%9B%8A.png,"https://patchwiki.biligame.com/images/dsp/thumb/b/b7/fjmr8wfe3z3c78e31t7hcy6wh27zyx4.png/60px-%E5%8F%8D%E7%89%A9%E8%B4%A8%E8%83%B6%E5%9B%8A.png 1.5x, https://patchwiki.biligame.com/images/dsp/b/b7/fjmr8wfe3z3c78e31t7hcy6wh27zyx4.png 2x"
高爆炮弹组,高爆炮弹组,https://patchwiki.biligame.com/images/dsp/thumb/6/6b/8avhmc6jrv8zqou0dcw9nzemblp46r2.png/40px-%E9%AB%98%E7%88%86%E7%82%AE%E5%BC%B9%E7%BB%84.png,"https://patchwiki.biligame.com/images/dsp/thumb/6/6b/8avhmc6jrv8zqou0dcw9nzemblp46r2.png/60px-%E9%AB%98%E7%88%86%E7%82%AE%E5%BC%B9%E7%BB%84.png 1.5x, https://patchwiki.biligame.com/images/dsp/6/6b/8avhmc6jrv8zqou0dcw9nzemblp46r2.png 2x"
木材,木材,https://patchwiki.biligame.com/images/dsp/thumb/8/84/tfztuawpdct5bpvvo01q69kqnj2tv3s.png/40px-%E6%9C%A8%E6%9D%90.png,"https://patchwiki.biligame.com/images/dsp/thumb/8/84/tfztuawpdct5bpvvo01q69kqnj2tv3s.png/60px-%E6%9C%A8%E6%9D%90.png 1.5x, https://patchwiki.biligame.com/images/dsp/8/84/tfztuawpdct5bpvvo01q69kqnj2tv3s.png 2x"
电磁矩阵,电磁矩阵,https://patchwiki.biligame.com/images/dsp/thumb/9/90/c6aqos6137jmibq9tmocz73ipjrh0ng.png/40px-%E7%94%B5%E7%A3%81%E7%9F%A9%E9%98%B5.png,"https://patchwiki.biligame.com/images/dsp/thumb/9/90/c6aqos6137jmibq9tmocz73ipjrh0ng.png/60px-%E7%94%B5%E7%A3%81%E7%9F%A9%E9%98%B5.png 1.5x, https://patchwiki.biligame.com/images/dsp/9/90/c6aqos6137jmibq9tmocz73ipjrh0ng.png 2x"
能量矩阵,能量矩阵,https://patchwiki.biligame.com/images/dsp/thumb/c/c3/re4ifoz5tcgdw4lvrmv9622st59h5sf.png/40px-%E8%83%BD%E9%87%8F%E7%9F%A9%E9%98%B5.png,"https://patchwiki.biligame.com/images/dsp/thumb/c/c3/re4ifoz5tcgdw4lvrmv9622st59h5sf.png/60px-%E8%83%BD%E9%87%8F%E7%9F%A9%E9%98%B5.png 1.5x, https://patchwiki.biligame.com/images/dsp/c/c3/re4ifoz5tcgdw4lvrmv9622st59h5sf.png 2x"
结构矩阵,结构矩阵,https://patchwiki.biligame.com/images/dsp/thumb/5/57/4drwwidv500j1njd60josljekntndcs.png/40px-%E7%BB%93%E6%9E%84%E7%9F%A9%E9%98%B5.png,"https://patchwiki.biligame.com/images/dsp/thumb/5/57/4drwwidv500j1njd60josljekntndcs.png/60px-%E7%BB%93%E6%9E%84%E7%9F%A9%E9%98%B5.png 1.5x, https://patchwiki.biligame.com/images/dsp/5/57/4drwwidv500j1njd60josljekntndcs.png 2x"
信息矩阵,信息矩阵,https://patchwiki.biligame.com/images/dsp/thumb/2/26/4nucjdnze9l23gwt94y7w3vq9osp4hu.png/40px-%E4%BF%A1%E6%81%AF%E7%9F%A9%E9%98%B5.png,"https://patchwiki.biligame.com/images/dsp/thumb/2/26/4nucjdnze9l23gwt94y7w3vq9osp4hu.png/60px-%E4%BF%A1%E6%81%AF%E7%9F%A9%E9%98%B5.png 1.5x, https://patchwiki.biligame.com/images/dsp/2/26/4nucjdnze9l23gwt94y7w3vq9osp4hu.png 2x"
引力矩阵,引力矩阵,https://patchwiki.biligame.com/images/dsp/thumb/4/44/ss54aeumnmk374ni560ovd11qlysjlf.png/40px-%E5%BC%95%E5%8A%9B%E7%9F%A9%E9%98%B5.png,"https://patchwiki.biligame.com/images/dsp/thumb/4/44/ss54aeumnmk374ni560ovd11qlysjlf.png/60px-%E5%BC%95%E5%8A%9B%E7%9F%A9%E9%98%B5.png 1.5x, https://patchwiki.biligame.com/images/dsp/4/44/ss54aeumnmk374ni560ovd11qlysjlf.png 2x"
宇宙矩阵,宇宙矩阵,https://patchwiki.biligame.com/images/dsp/thumb/e/e0/adz0j9ylonkk8fdkhgnfrbxxouo34tt.png/40px-%E5%AE%87%E5%AE%99%E7%9F%A9%E9%98%B5.png,"https://patchwiki.biligame.com/images/dsp/thumb/e/e0/adz0j9ylonkk8fdkhgnfrbxxouo34tt.png/60px-%E5%AE%87%E5%AE%99%E7%9F%A9%E9%98%B5.png 1.5x, https://patchwiki.biligame.com/images/dsp/e/e0/adz0j9ylonkk8fdkhgnfrbxxouo34tt.png 2x"
黑雾矩阵,黑雾矩阵,https://patchwiki.biligame.com/images/dsp/thumb/1/1a/bpp7ce74tc65rprt67lq50ifagiu486.png/40px-%E9%BB%91%E9%9B%BE%E7%9F%A9%E9%98%B5.png,"https://patchwiki.biligame.com/images/dsp/thumb/1/1a/bpp7ce74tc65rprt67lq50ifagiu486.png/60px-%E9%BB%91%E9%9B%BE%E7%9F%A9%E9%98%B5.png 1.5x, https://patchwiki.biligame.com/images/dsp/1/1a/bpp7ce74tc65rprt67lq50ifagiu486.png 2x"
太阳帆,太阳帆,https://patchwiki.biligame.com/images/dsp/thumb/3/39/jsqq9mhv7j9xpglts10jflwglf6hf9m.png/40px-%E5%A4%AA%E9%98%B3%E5%B8%86.png,"https://patchwiki.biligame.com/images/dsp/thumb/3/39/jsqq9mhv7j9xpglts10jflwglf6hf9m.png/60px-%E5%A4%AA%E9%98%B3%E5%B8%86.png 1.5x, https://patchwiki.biligame.com/images/dsp/3/39/jsqq9mhv7j9xpglts10jflwglf6hf9m.png 2x"
框架材料,框架材料,https://patchwiki.biligame.com/images/dsp/thumb/3/38/mfrjzbf00pjgmztu04n3aiu9aungfr8.png/40px-%E6%A1%86%E6%9E%B6%E6%9D%90%E6%96%99.png,"https://patchwiki.biligame.com/images/dsp/thumb/3/38/mfrjzbf00pjgmztu04n3aiu9aungfr8.png/60px-%E6%A1%86%E6%9E%B6%E6%9D%90%E6%96%99.png 1.5x, https://patchwiki.biligame.com/images/dsp/3/38/mfrjzbf00pjgmztu04n3aiu9aungfr8.png 2x"
